applied,edit_similarity,fail_to_pass,gatherer,instance_id,latency_s,mrr,ndcg@1,ndcg@10,ndcg@3,ndcg@5,pass_to_pass,precision@1,precision@10,precision@3,precision@5,recall@1,recall@10,recall@3,recall@5,tests_passed,token_usage,ttft_s
False,,0,rag_bm25,django__django-11620,0.6544066249999787,1.0,1.0,0.33013764944712026,0.7039180890341347,0.5087403079104241,0,1.0,0.2,0.6666666666666666,0.4,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,False,0.0,
False,,0,rag_bm25,django__django-11630,0.7150794379999752,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,
False,,0,rag_bm25,django__django-11742,0.6340695810000625,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.05,0.05,0.05,0.05,False,0.0,
False,,0,rag_bm25,django__django-11797,0.6762200880000364,1.0,1.0,0.2350455494144854,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,False,0.0,
False,,0,rag_bm25,django__django-11815,0.6812542129999883,1.0,1.0,0.4690000933206748,1.0,0.7227265726449519,0,1.0,0.3,1.0,0.6,0.1,0.3,0.3,0.3,False,0.0,
False,,0,rag_bm25,django__django-11848,0.738089049999985,1.0,1.0,0.3026024134988135,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,False,0.0,
False,,0,react_agent,astropy__astropy-12907,121.31589862199996,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,54866.0,8.106423246999952
False,,0,react_agent,astropy__astropy-14182,25.34442425499992,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.2,0.6666666666666666,0.4,0.25,0.5,0.5,0.5,False,11220.0,4.304971231000081
False,,0,react_agent,astropy__astropy-14365,9.59222030300009,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.2,0.6666666666666666,0.4,0.25,0.5,0.5,0.5,False,3486.0,4.509797402999993
False,,0,react_agent,astropy__astropy-14995,85.34812926500001,1.0,1.0,0.27487633291429087,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,False,50215.0,4.629487033000032
False,,0,react_agent,astropy__astropy-6938,32.20626378099996,1.0,1.0,0.3391602052736161,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.2,0.2,0.2,0.2,False,8113.0,2.803127432999986
False,,0,react_agent,astropy__astropy-7746,108.42198827899995,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,55100.0,6.248680768999975
False,,0,react_agent,django__django-10914,74.96371375900003,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,0.5,0.5,0.5,0.5,False,20801.0,4.892873111999961
False,,0,react_agent,django__django-10924,83.59675970299986,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,40723.0,3.6385680930000035
False,,0,react_agent,django__django-11001,27.596725349999815,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,False,9438.0,4.770241841999905
False,,0,react_agent,django__django-11019,26.228439311000102,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,False,7731.0,7.99358656000004
False,,0,react_agent,django__django-11039,40.64796301199999,1.0,1.0,0.44830398990253034,0.7653606369886217,0.5531464700081437,0,1.0,0.2,0.6666666666666666,0.4,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,False,11683.0,3.0198869359999208
False,,0,react_agent,django__django-11049,84.29714778499988,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.05,0.05,0.05,0.05,False,41236.0,3.5125654820001273
False,,0,react_agent,django__django-11099,17.252403660000027,1.0,1.0,0.3391602052736161,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.2,0.2,0.2,0.2,False,7450.0,2.8360822629999802
False,,0,react_agent,django__django-11133,16.259310925000136,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.1,0.1,0.1,0.1,False,6040.0,3.7612976299999445
False,,0,react_agent,django__django-11179,36.14487334599994,1.0,1.0,0.3903800499921017,0.46927872602275644,0.3903800499921017,0,1.0,0.1,0.3333333333333333,0.2,0.25,0.25,0.25,0.25,False,13032.0,6.169326296000008
False,,0,react_agent,django__django-11283,24.256276758000013,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.2,0.6666666666666666,0.4,0.25,0.5,0.5,0.5,False,9344.0,5.951211697999952
False,,0,react_agent,django__django-11422,134.09369956,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,60415.0,4.9592165909998585
False,,0,react_agent,django__django-11564,164.47687489999998,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,61590.0,5.025943817000098
False,,0,react_agent,django__django-11583,85.61621070199999,1.0,1.0,0.3833427799846345,0.7653606369886217,0.5531464700081437,0,1.0,0.2,0.6666666666666666,0.4,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,False,25363.0,7.389099913999871
False,,0,react_agent,django__django-11620,94.57094926100012,0.3333333333333333,0.0,0.11004588314904008,0.23463936301137822,0.16958010263680806,0,0.0,0.1,0.3333333333333333,0.2,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,False,47636.0,3.90039664599999
False,,0,react_agent,django__django-11630,49.33386252300011,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,13513.0,5.051432176999924
False,,0,react_agent,django__django-11742,35.1638172779999,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10939.0,2.767214211999999
False,,0,react_agent,django__django-11797,57.65052094199996,1.0,1.0,0.3833427799846345,0.7653606369886217,0.5531464700081437,0,1.0,0.2,0.6666666666666666,0.4,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,False,25614.0,3.6178816210001514
False,,0,react_agent,django__django-11815,24.180192704999854,1.0,1.0,0.3589542101716347,0.7653606369886217,0.5531464700081437,0,1.0,0.2,0.6666666666666666,0.4,0.1,0.2,0.2,0.2,False,8726.0,4.563203539999904
False,,0,react_agent,django__django-11848,11.664238270000169,1.0,1.0,0.4935232796777482,0.7653606369886217,0.5531464700081437,0,1.0,0.2,0.6666666666666666,0.4,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,3242.0,5.624429715000133
False,0.228332337118948,0,agentless,astropy__astropy-12907,127.20512367799984,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.2,0.6666666666666666,0.4,0.25,0.5,0.5,0.5,False,27382.0,12.273400992000006
False,0.09412507896399241,0,agentless,astropy__astropy-14182,149.2126554209999,1.0,1.0,0.3903800499921017,0.46927872602275644,0.3903800499921017,0,1.0,0.1,0.3333333333333333,0.2,0.25,0.25,0.25,0.25,False,29247.0,10.356693935999829
False,0.18359057676685622,0,agentless,astropy__astropy-14365,244.25429183799997,1.0,1.0,0.6366824387328317,0.7653606369886217,0.6366824387328317,0,1.0,0.2,0.6666666666666666,0.4,0.25,0.5,0.5,0.5,False,44318.0,42.778489118999914
False,0.19302949061662197,0,agentless,astropy__astropy-14995,147.20854096099993,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,28884.0,20.315486616999806
False,0.7544910179640718,0,agentless,astropy__astropy-6938,97.91226988100016,1.0,1.0,0.5531464700081437,0.7653606369886217,0.5531464700081437,0,1.0,0.2,0.6666666666666666,0.4,0.2,0.4,0.4,0.4,False,21956.0,6.649021580999943
False,0.029829545454545456,0,agentless,astropy__astropy-7746,230.75930594300007,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,0.5,0.5,0.5,0.5,False,33537.0,6.211129685999822
False,0.2616407982261641,0,agentless,django__django-10914,55.46325904000014,1.0,1.0,0.6131471927654584,0.6131471927654584,0.6131471927654584,0,1.0,0.1,0.3333333333333333,0.2,0.5,0.5,0.5,0.5,False,20253.0,10.277056256000378
False,0.30578512396694213,0,agentless,django__django-10924,211.81736156900024,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,34822.0,42.69244507500025
False,0.31597845601436264,0,agentless,django__django-11001,80.83357638400003,1.0,1.0,0.4537425745411855,0.7653606369886217,0.6992148198508501,0,1.0,0.3,0.6666666666666666,0.6,0.08333333333333333,0.25,0.16666666666666666,0.25,False,21899.0,7.636983710000095
False,0.0044381682469235425,0,agentless,django__django-11019,213.30336820599996,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,False,34879.0,4.926418238999759
False,0.5725490196078431,0,agentless,django__django-11039,165.93416394999986,0.5,0.0,0.42725620203109055,0.2960819109658652,0.21398626473452756,0,0.0,0.4,0.3333333333333333,0.2,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,False,29295.0,14.009383671999785
False,0.4583808437856328,0,agentless,django__django-11049,106.0862747000001,1.0,1.0,0.47842151728792726,0.46927872602275644,0.6164336326286644,0,1.0,0.4,0.3333333333333333,0.6,0.05,0.2,0.05,0.15,False,22716.0,16.500776717999997
False,0.289959477712742,0,agentless,django__django-11099,128.26763633400014,1.0,1.0,0.4371994911049732,0.46927872602275644,0.3391602052736161,0,1.0,0.2,0.3333333333333333,0.2,0.2,0.4,0.2,0.2,False,23815.0,4.229083492999962
False,0.020151133501259445,0,agentless,django__django-11133,228.93605040800003,1.0,1.0,0.33013764944712026,0.7039180890341347,0.5087403079104241,0,1.0,0.2,0.6666666666666666,0.4,0.1,0.2,0.2,0.2,False,36137.0,5.003963075000229
False,0.016194331983805668,0,agentless,django__django-11179,200.65496039500067,1.0,1.0,0.5135312443624667,0.46927872602275644,0.3903800499921017,0,1.0,0.2,0.3333333333333333,0.2,0.25,0.5,0.25,0.25,False,32813.0,6.660776183000053
False,,0,agentless,django__django-11283,255.53862804899927,1.0,1.0,0.3903800499921017,0.46927872602275644,0.3903800499921017,0,1.0,0.1,0.3333333333333333,0.2,0.25,0.25,0.25,0.25,False,39416.0,12.648737291000543
False,0.3175182481751825,0,agentless,django__django-11422,157.60233425000024,1.0,1.0,0.33627415762678564,0.46927872602275644,0.48522855511632257,0,1.0,0.2,0.3333333333333333,0.4,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,False,30242.0,13.114243046999945
False,0.09934296977660972,0,agentless,django__django-11564,163.20280002900017,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,31445.0,15.028238860999409
False,0.2931596091205212,0,agentless,django__django-11583,148.12536305199956,1.0,1.0,0.2350455494144854,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,False,30046.0,6.468398615000297
False,0.40746500777604977,0,agentless,django__django-11620,128.08172711799943,1.0,1.0,0.22009176629808017,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,False,23877.0,9.540622695999446
False,0.07971445568114217,0,agentless,django__django-11630,107.76328854400072,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,24722.0,7.39355494099982
False,0.12393950571744744,0,agentless,django__django-11742,185.78685127100016,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,29859.0,16.254209286999867
False,0.32297297297297295,0,agentless,django__django-11797,73.9163930929999,1.0,1.0,0.3525683241217281,0.7039180890341347,0.5087403079104241,0,1.0,0.2,0.6666666666666666,0.4,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,False,21773.0,6.673040001000118
False,,0,agentless,django__django-11815,196.18191141599982,0.125,0.0,0.06943122193677727,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,False,33111.0,12.407529279999835
False,0.2059299191374663,0,agentless,django__django-11848,212.16172420899966,1.0,1.0,0.3026024134988135,0.46927872602275644,0.3391602052736161,0,1.0,0.1,0.3333333333333333,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,False,33100.0,6.190542084999834
